######################################################################
                        ALTERNATIVES GENERATED
######################################################################
+------+-------+-------+--------+-------+-------+-------+------------+
|  i   |   k1  |   k2  |   k3   |   e1  |   e2  |   e3  | worse_than |
| 299  | 6.751 | 0.959 | 41.029 |  0.46 | 0.656 |  0.21 |    None    |
| 300  | 7.567 | 0.955 | 37.49  | 0.133 | 0.611 | 0.366 |    None    |
| 301  |  6.48 | 0.932 | 32.666 | 0.568 | 0.356 | 0.579 |    None    |
| 302  | 5.742 | 0.988 | 40.931 | 0.863 | 0.978 | 0.214 |    None    |
| 303  | 5.585 | 0.902 | 27.189 | 0.926 | 0.022 |  0.82 |    None    |
| 304  | 6.205 |  0.92 | 43.962 | 0.678 | 0.222 | 0.081 |    None    |
| 305  | 6.966 | 0.932 | 31.875 | 0.374 | 0.356 | 0.613 |    None    |
| 306  | 5.433 | 0.936 | 41.567 | 0.987 |  0.4  | 0.186 |    None    |
| 307  | 7.789 |  0.95 | 41.237 | 0.044 | 0.556 | 0.201 |    None    |
| 308  | 6.651 | 0.929 | 35.468 |  0.5  | 0.322 | 0.455 |    None    |
| 309  | 6.032 | 0.923 | 33.193 | 0.747 | 0.256 | 0.555 |    None    |
| 310  | 6.195 | 0.947 | 31.142 | 0.682 | 0.522 | 0.646 |    None    |
| 311  | 7.113 | 0.908 | 26.147 | 0.315 | 0.089 | 0.866 |    None    |
| 312  | 7.769 | 0.985 | 38.259 | 0.052 | 0.944 | 0.332 |    None    |
| 313  | 6.601 | 0.983 | 38.324 |  0.52 | 0.922 | 0.329 |    None    |
| 314  | 7.281 | 0.917 | 42.383 | 0.248 | 0.189 | 0.151 |    None    |
| 315  | 5.957 | 0.916 | 33.553 | 0.777 | 0.178 |  0.54 |    None    |
| 316  | 5.932 | 0.974 | 37.478 | 0.787 | 0.822 | 0.367 |    None    |
| 317  | 6.286 | 0.937 | 41.181 | 0.646 | 0.411 | 0.203 |    None    |
| 318  | 7.546 | 0.966 | 24.531 | 0.142 | 0.733 | 0.937 |    None    |
| 319  | 7.444 | 0.979 | 33.665 | 0.182 | 0.878 | 0.535 |    None    |
| 320  | 5.522 |  0.92 | 44.295 | 0.951 | 0.222 | 0.066 |    None    |
| 321  | 6.443 | 0.911 | 34.247 | 0.583 | 0.122 | 0.509 |    None    |
| 322  | 5.874 | 0.943 | 28.981 |  0.81 | 0.478 | 0.741 |    None    |
| 323  | 6.124 |  0.97 | 37.108 |  0.71 | 0.778 | 0.383 |    None    |
| 324  | 6.803 | 0.968 | 45.297 | 0.439 | 0.756 | 0.022 |    None    |
| 325  | 6.577 | 0.906 | 43.248 | 0.529 | 0.067 | 0.112 |    None    |
| 326  | 5.505 | 0.952 | 33.249 | 0.958 | 0.578 | 0.553 |    None    |
| 327  | 6.213 | 0.933 | 41.065 | 0.675 | 0.367 | 0.209 |    None    |
| 328  | 5.773 | 0.905 | 31.104 | 0.851 | 0.056 | 0.647 |    None    |
| 329  | 5.441 | 0.969 | 24.469 | 0.984 | 0.767 |  0.94 |    None    |
| 330  | 7.509 | 0.917 | 40.915 | 0.156 | 0.189 | 0.215 |    None    |
| 331  | 6.408 | 0.912 | 35.864 | 0.597 | 0.133 | 0.438 |    None    |
| 332  | 6.154 | 0.927 | 23.502 | 0.698 |  0.3  | 0.982 |    None    |
| 333  |  7.54 | 0.954 | 41.959 | 0.144 |  0.6  | 0.169 |    None    |
| 334  | 7.666 | 0.924 | 26.124 | 0.094 | 0.267 | 0.867 |    None    |
| 335  | 6.519 | 0.914 | 33.287 | 0.552 | 0.156 | 0.551 |    None    |
| 336  | 7.517 | 0.918 | 26.647 | 0.153 |  0.2  | 0.844 |    None    |
| 337  | 7.378 | 0.957 | 29.683 | 0.209 | 0.633 |  0.71 |    None    |
| 338  | 6.346 | 0.979 | 30.176 | 0.622 | 0.878 | 0.688 |    None    |
| 339  | 5.773 | 0.961 | 25.784 | 0.851 | 0.678 | 0.882 |    None    |
| 340  | 6.713 | 0.904 | 23.639 | 0.475 | 0.044 | 0.976 |    None    |
| 341  | 6.879 | 0.938 | 34.15  | 0.408 | 0.422 | 0.513 |    None    |
| 342  | 7.858 | 0.983 | 23.209 | 0.017 | 0.922 | 0.995 |    None    |
| 343  | 7.579 | 0.924 | 26.833 | 0.128 | 0.267 | 0.836 |    None    |
| 344  | 7.614 | 0.913 | 37.637 | 0.114 | 0.144 |  0.36 |    None    |
| 345  | 6.865 |  0.98 | 37.749 | 0.414 | 0.889 | 0.355 |    None    |
| 346  | 7.572 | 0.969 | 23.949 | 0.131 | 0.767 | 0.963 |    None    |
| 347  |  7.12 | 0.972 | 35.29  | 0.312 |  0.8  | 0.463 |    None    |
| 348  |  7.07 | 0.906 | 35.588 | 0.332 | 0.067 |  0.45 |    None    |
| 349  | 7.305 | 0.934 | 28.298 | 0.238 | 0.378 | 0.771 |    None    |
| 350  | 6.681 |  0.95 | 29.703 | 0.488 | 0.556 | 0.709 |    None    |
| 351  | 6.104 | 0.911 | 40.543 | 0.718 | 0.122 | 0.232 |    None    |
| 352  | 5.819 |  0.91 | 28.264 | 0.832 | 0.111 | 0.773 |    None    |
| 353  | 5.502 | 0.903 | 32.796 | 0.959 | 0.033 | 0.573 |    None    |
| 354  | 7.875 | 0.952 | 26.679 |  0.01 | 0.578 | 0.842 |    None    |
| 355  | 5.707 | 0.981 | 44.752 | 0.877 |  0.9  | 0.046 |    None    |
| 356  | 7.733 | 0.919 | 30.663 | 0.067 | 0.211 | 0.667 |    None    |
| 357  | 7.072 | 0.974 | 30.871 | 0.331 | 0.822 | 0.658 |    None    |
| 358  | 6.598 | 0.975 | 26.146 | 0.521 | 0.833 | 0.866 |    None    |
| 359  | 7.816 | 0.924 | 28.447 | 0.034 | 0.267 | 0.764 |    None    |
| 360  | 6.505 | 0.924 | 30.491 | 0.558 | 0.267 | 0.674 |    None    |
| 361  | 7.771 | 0.932 | 32.915 | 0.052 | 0.356 | 0.568 |    None    |
| 362  |  5.91 | 0.939 | 40.161 | 0.796 | 0.433 | 0.248 |    None    |
| 363  | 6.287 | 0.977 | 28.416 | 0.645 | 0.856 | 0.766 |    None    |
| 364  |  5.86 | 0.936 | 24.825 | 0.816 |  0.4  | 0.924 |    None    |
| 365  | 5.559 | 0.912 | 37.562 | 0.936 | 0.133 | 0.363 |    None    |
| 366  | 7.625 | 0.956 | 38.713 |  0.11 | 0.622 | 0.312 |    None    |
| 367  | 6.359 | 0.977 | 29.761 | 0.616 | 0.856 | 0.707 |    None    |
| 368  | 6.315 | 0.933 | 37.391 | 0.634 | 0.367 |  0.37 |    None    |
| 369  | 7.462 | 0.973 | 43.809 | 0.175 | 0.811 | 0.088 |    None    |
| 370  | 5.817 | 0.923 | 29.553 | 0.833 | 0.256 | 0.716 |    None    |
| 371  | 6.468 | 0.962 | 25.333 | 0.573 | 0.689 | 0.902 |    None    |
| 372  | 5.912 | 0.911 | 29.539 | 0.795 | 0.122 | 0.716 |    None    |
| 373  | 5.724 | 0.921 | 44.889 |  0.87 | 0.233 |  0.04 |    None    |
| 374  | 6.179 | 0.937 | 32.631 | 0.688 | 0.411 |  0.58 |    None    |
| 375  | 7.715 | 0.951 | 44.311 | 0.074 | 0.567 | 0.066 |    None    |
| 376  | 5.908 | 0.935 | 41.57  | 0.797 | 0.389 | 0.186 |    None    |
| 377  | 6.855 | 0.946 | 23.327 | 0.418 | 0.511 |  0.99 |    None    |
| 378  | 6.435 | 0.955 | 28.175 | 0.586 | 0.611 | 0.776 |    None    |
| 379  | 6.403 | 0.986 | 28.528 | 0.599 | 0.956 | 0.761 |    None    |
| 380  | 7.609 |  0.91 | 28.777 | 0.116 | 0.111 |  0.75 |    None    |
| 381  | 7.405 | 0.961 | 31.87  | 0.198 | 0.678 | 0.614 |    None    |
| 382  | 6.172 | 0.933 | 44.311 | 0.691 | 0.367 | 0.066 |    None    |
| 383  | 7.468 | 0.934 | 32.251 | 0.173 | 0.378 | 0.597 |    None    |
| 384  | 7.353 | 0.935 | 23.964 | 0.219 | 0.389 | 0.962 |    None    |
| 385  | 5.403 | 0.962 |  45.6  | 0.999 | 0.689 | 0.009 |    None    |
| 386  | 7.304 | 0.966 | 33.283 | 0.238 | 0.733 | 0.551 |    None    |
| 387  | 5.989 | 0.981 | 44.827 | 0.764 |  0.9  | 0.043 |    None    |
| 388  | 6.575 | 0.914 | 38.224 |  0.53 | 0.156 | 0.334 |    None    |
| 389  | 5.955 | 0.935 | 37.275 | 0.778 | 0.389 | 0.376 |    None    |
| 390  | 7.571 | 0.944 | 39.299 | 0.132 | 0.489 | 0.286 |    None    |
| 391  | 7.768 | 0.949 | 23.242 | 0.053 | 0.544 | 0.994 |    None    |
| 392  | 6.754 | 0.926 | 42.554 | 0.458 | 0.289 | 0.143 |    None    |
| 393  | 6.273 | 0.911 | 28.368 | 0.651 | 0.122 | 0.768 |    None    |
| 394  | 7.107 | 0.918 | 34.338 | 0.317 |  0.2  | 0.505 |    None    |
| 395  | 5.621 | 0.925 | 40.819 | 0.912 | 0.278 | 0.219 |    None    |
| 396  | 6.207 | 0.945 | 32.351 | 0.677 |  0.5  | 0.592 |    None    |
| 397  | 6.932 | 0.986 | 28.758 | 0.387 | 0.956 | 0.751 |    None    |
| 398  | 6.876 | 0.977 | 34.808 |  0.41 | 0.856 | 0.484 |    None    |
| 399  | 6.157 | 0.957 | 28.522 | 0.697 | 0.633 | 0.761 |    None    |
| 400  | 7.404 |  0.94 | 29.273 | 0.198 | 0.444 | 0.728 |    None    |
| 401  |  7.61 | 0.909 | 31.367 | 0.116 |  0.1  | 0.636 |    None    |
| 402  | 5.449 | 0.981 | 31.689 |  0.98 |  0.9  | 0.622 |    None    |
| 403  | 6.095 | 0.902 | 25.072 | 0.722 | 0.022 | 0.913 |    None    |
| 404  | 6.905 | 0.954 | 30.983 | 0.398 |  0.6  | 0.653 |    None    |
| 405  | 6.958 |  0.98 | 28.202 | 0.377 | 0.889 | 0.775 |    None    |
| 406  | 7.205 | 0.984 | 24.003 | 0.278 | 0.933 |  0.96 |    None    |
| 407  | 5.875 | 0.908 | 39.829 |  0.81 | 0.089 | 0.263 |    None    |
| 408  | 5.637 | 0.903 | 36.877 | 0.905 | 0.033 | 0.393 |    None    |
| 409  | 7.506 | 0.983 | 25.997 | 0.158 | 0.922 | 0.872 |    None    |
| 410  | 7.429 | 0.907 | 41.523 | 0.188 | 0.078 | 0.188 |    None    |
| 411  |  5.83 | 0.952 | 37.588 | 0.828 | 0.578 | 0.362 |    None    |
| 412  |  5.72 | 0.916 | 40.246 | 0.872 | 0.178 | 0.245 |    None    |
| 413  |  6.2  | 0.912 | 43.792 |  0.68 | 0.133 | 0.088 |    None    |
| 414  | 6.175 | 0.981 | 28.021 |  0.69 |  0.9  | 0.783 |    None    |
| 415  | 6.303 | 0.973 | 37.317 | 0.639 | 0.811 | 0.374 |    None    |
| 416  | 7.105 | 0.977 | 36.719 | 0.318 | 0.856 |  0.4  |    None    |
| 417  | 7.863 | 0.958 | 38.17  | 0.015 | 0.644 | 0.336 |    None    |
| 418  | 7.826 | 0.936 | 43.594 |  0.03 |  0.4  | 0.097 |    None    |
| 419  |  5.54 | 0.937 | 35.513 | 0.944 | 0.411 | 0.453 |    None    |
| 420  | 7.336 | 0.905 | 40.666 | 0.226 | 0.056 | 0.226 |    None    |
| 421  | 5.496 |  0.93 | 28.968 | 0.962 | 0.333 | 0.741 |    None    |
| 422  | 7.108 | 0.978 | 44.674 | 0.317 | 0.867 |  0.05 |    None    |
| 423  | 6.305 |  0.92 | 24.33  | 0.638 | 0.222 | 0.946 |    None    |
| 424  | 7.213 | 0.967 | 34.177 | 0.275 | 0.744 | 0.512 |    None    |
| 425  | 6.401 | 0.981 | 28.509 |  0.6  |  0.9  | 0.762 |    None    |
| 426  |  5.7  | 0.953 | 41.032 |  0.88 | 0.589 |  0.21 |    None    |
| 427  | 7.114 |  0.93 | 39.05  | 0.314 | 0.333 | 0.297 |    None    |
| 428  | 7.034 | 0.946 | 44.339 | 0.346 | 0.511 | 0.064 |    None    |
| 429  |  7.76 | 0.979 | 37.431 | 0.056 | 0.878 | 0.369 |    None    |
| 430  |  7.32 | 0.979 | 38.391 | 0.232 | 0.878 | 0.326 |    None    |
| 431  | 6.799 | 0.917 | 45.464 |  0.44 | 0.189 | 0.015 |    None    |
| 432  |  7.24 | 0.989 | 39.048 | 0.264 | 0.989 | 0.297 |    None    |
| 433  | 6.517 | 0.951 | 37.335 | 0.553 | 0.567 | 0.373 |    None    |
| 434  | 5.759 | 0.922 | 27.984 | 0.856 | 0.244 | 0.785 |    None    |
| 435  | 6.191 | 0.953 | 28.681 | 0.684 | 0.589 | 0.754 |    None    |
| 436  | 6.728 | 0.927 | 45.477 | 0.469 |  0.3  | 0.014 |    None    |
| 437  | 6.439 | 0.945 | 42.752 | 0.584 |  0.5  | 0.134 |    None    |
| 438  | 5.462 | 0.971 | 34.588 | 0.975 | 0.789 | 0.494 |    None    |
| 439  | 6.271 | 0.922 | 40.77  | 0.652 | 0.244 | 0.222 |    None    |
| 440  | 5.998 |  0.95 | 40.249 | 0.761 | 0.556 | 0.245 |    None    |
| 441  | 7.062 | 0.966 | 36.778 | 0.335 | 0.733 | 0.397 |    None    |
| 442  | 6.919 | 0.962 | 29.08  | 0.392 | 0.689 | 0.737 |    None    |
| 443  | 7.531 | 0.968 | 25.351 | 0.148 | 0.756 | 0.901 |    None    |
| 444  | 7.737 | 0.934 | 42.914 | 0.065 | 0.378 | 0.127 |    None    |
| 445  | 5.631 | 0.984 | 37.927 | 0.908 | 0.933 | 0.347 |    None    |
| 446  | 6.954 | 0.906 | 42.773 | 0.378 | 0.067 | 0.133 |    None    |
| 447  | 5.957 |  0.94 | 34.553 | 0.777 | 0.444 | 0.495 |    None    |
| 448  | 5.453 | 0.956 | 40.722 | 0.979 | 0.622 | 0.224 |    None    |
| 449  | 6.546 | 0.978 | 39.748 | 0.542 | 0.867 | 0.267 |    None    |
| 450  | 6.712 | 0.986 | 28.317 | 0.475 | 0.956 |  0.77 |    None    |
| 451  | 5.584 |  0.92 | 32.315 | 0.926 | 0.222 | 0.594 |    None    |
| 452  | 7.261 | 0.984 | 44.134 | 0.256 | 0.933 | 0.073 |    None    |
| 453  | 5.904 | 0.944 | 41.457 | 0.798 | 0.489 | 0.191 |    None    |
| 454  | 6.928 | 0.988 | 23.821 | 0.389 | 0.978 | 0.968 |    None    |
| 455  | 6.699 | 0.975 | 42.146 |  0.48 | 0.833 | 0.161 |    None    |
| 456  | 7.342 | 0.959 | 35.791 | 0.223 | 0.656 | 0.441 |    None    |
| 457  | 6.579 | 0.921 | 25.555 | 0.528 | 0.233 | 0.892 |    None    |
| 458  | 5.507 | 0.938 | 33.757 | 0.957 | 0.422 | 0.531 |    None    |
| 459  | 6.023 | 0.976 | 45.305 | 0.751 | 0.844 | 0.022 |    None    |
| 460  | 5.437 | 0.935 | 41.388 | 0.985 | 0.389 | 0.194 |    None    |
| 461  | 6.185 | 0.952 | 25.368 | 0.686 | 0.578 |  0.9  |    None    |
| 462  | 5.424 | 0.989 | 38.999 |  0.99 | 0.989 |  0.3  |    None    |
| 463  | 7.885 | 0.961 | 29.582 | 0.006 | 0.678 | 0.714 |    None    |
| 464  | 6.759 | 0.948 | 24.238 | 0.456 | 0.533 |  0.95 |    None    |
| 465  | 6.684 | 0.945 | 42.98  | 0.486 |  0.5  | 0.124 |    None    |
| 466  |  7.63 | 0.914 | 42.712 | 0.108 | 0.156 | 0.136 |    None    |
| 467  |  7.66 | 0.921 | 42.024 | 0.096 | 0.233 | 0.166 |    None    |
| 468  | 6.706 |  0.94 | 27.268 | 0.478 | 0.444 | 0.816 |    None    |
| 469  | 6.031 | 0.911 | 26.055 | 0.748 | 0.122 |  0.87 |    None    |
| 470  | 7.806 | 0.902 | 24.018 | 0.038 | 0.022 |  0.96 |    None    |
| 471  | 6.016 | 0.956 | 45.769 | 0.754 | 0.622 | 0.001 |    None    |
| 472  | 7.808 | 0.989 | 24.982 | 0.037 | 0.989 | 0.917 |    None    |
| 473  | 7.647 | 0.975 | 23.264 | 0.101 | 0.833 | 0.993 |    None    |
| 474  | 6.719 | 0.928 | 37.88  | 0.472 | 0.311 | 0.349 |    None    |
| 475  | 6.122 |  0.92 | 41.382 | 0.711 | 0.222 | 0.195 |    None    |
| 476  | 6.505 | 0.938 | 28.595 | 0.558 | 0.422 | 0.758 |    None    |
| 477  | 6.606 |  0.91 | 29.237 | 0.518 | 0.111 |  0.73 |    None    |
| 478  | 6.496 | 0.901 | 44.626 | 0.562 | 0.011 | 0.052 |    None    |
| 479  |  6.12 | 0.905 | 28.061 | 0.712 | 0.056 | 0.781 |    None    |
| 480  | 7.676 | 0.915 | 30.003 |  0.09 | 0.167 | 0.696 |    None    |
| 481  | 5.732 | 0.985 | 44.298 | 0.867 | 0.944 | 0.066 |    None    |
| 482  | 6.677 | 0.982 | 24.675 | 0.489 | 0.911 | 0.931 |    None    |
| 483  |  5.8  |  0.97 | 38.482 |  0.84 | 0.778 | 0.322 |    None    |
| 484  | 7.059 | 0.918 | 41.32  | 0.336 |  0.2  | 0.197 |    None    |
| 485  | 6.772 | 0.986 | 23.307 | 0.451 | 0.956 | 0.991 |    None    |
| 486  | 7.358 | 0.935 | 33.392 | 0.217 | 0.389 | 0.547 |    None    |
| 487  | 7.439 | 0.939 | 34.204 | 0.184 | 0.433 | 0.511 |    None    |
| 488  | 6.747 |  0.92 | 34.984 | 0.461 | 0.222 | 0.476 |    None    |
| 489  | 6.552 | 0.976 | 29.716 | 0.539 | 0.844 | 0.709 |    None    |
| 490  | 7.691 | 0.907 | 26.993 | 0.084 | 0.078 | 0.829 |    None    |
| 491  | 7.278 | 0.906 | 36.295 | 0.249 | 0.067 | 0.419 |    None    |
| 492  | 6.969 | 0.987 | 42.804 | 0.372 | 0.967 | 0.132 |    None    |
| 493  | 5.994 | 0.912 | 27.067 | 0.762 | 0.133 | 0.825 |    None    |
| 494  | 5.584 | 0.907 | 28.173 | 0.926 | 0.078 | 0.777 |    None    |
| 495  | 6.572 | 0.934 | 25.094 | 0.531 | 0.378 | 0.912 |    None    |
| 496  | 7.337 | 0.988 | 34.153 | 0.225 | 0.978 | 0.513 |    None    |
| 497  | 6.539 | 0.935 | 29.798 | 0.544 | 0.389 | 0.705 |    None    |
| 498  | 7.561 | 0.969 | 40.688 | 0.136 | 0.767 | 0.225 |    None    |
| 499  | 5.998 | 0.947 | 37.468 | 0.761 | 0.522 | 0.367 |    None    |
| 500  | 7.672 | 0.911 | 39.818 | 0.091 | 0.122 | 0.264 |    None    |
| 501  |  5.5  | 0.927 | 35.721 |  0.96 |  0.3  | 0.444 |    None    |
| 502  | 6.091 | 0.934 | 36.323 | 0.724 | 0.378 | 0.417 |    None    |
| 503  | 7.776 | 0.939 | 42.517 |  0.05 | 0.433 | 0.145 |    None    |
| 504  | 7.229 | 0.911 | 34.115 | 0.268 | 0.122 | 0.515 |    None    |
| 505  | 5.439 | 0.982 | 43.163 | 0.984 | 0.911 | 0.116 |    None    |
| 506  | 7.181 | 0.939 | 26.947 | 0.288 | 0.433 | 0.831 |    None    |
| 507  | 7.514 | 0.965 | 34.254 | 0.154 | 0.722 | 0.509 |    None    |
| 508  | 6.256 | 0.953 | 41.18  | 0.658 | 0.589 | 0.204 |    None    |
| 509  | 5.796 | 0.923 | 37.46  | 0.842 | 0.256 | 0.367 |    None    |
| 510  | 5.583 | 0.951 | 38.454 | 0.927 | 0.567 | 0.324 |    None    |
| 511  | 7.337 | 0.935 | 39.103 | 0.225 | 0.389 | 0.295 |    None    |
| 512  |  7.19 | 0.957 | 31.044 | 0.284 | 0.633 |  0.65 |    None    |
| 513  | 6.152 | 0.935 | 26.624 | 0.699 | 0.389 | 0.845 |    None    |
| 514  |  7.2  | 0.979 | 37.138 |  0.28 | 0.878 | 0.382 |    None    |
| 515  | 6.523 | 0.961 | 41.041 | 0.551 | 0.678 |  0.21 |    None    |
| 516  | 6.336 | 0.936 | 24.972 | 0.626 |  0.4  | 0.918 |    None    |
| 517  | 6.533 | 0.957 |  38.8  | 0.547 | 0.633 | 0.308 |    None    |
| 518  | 5.862 | 0.974 | 29.857 | 0.815 | 0.822 | 0.702 |    None    |
| 519  | 7.456 | 0.908 | 32.454 | 0.178 | 0.089 | 0.588 |    None    |
| 520  | 6.342 | 0.969 | 36.166 | 0.623 | 0.767 | 0.424 |    None    |
| 521  | 5.748 | 0.944 | 29.884 | 0.861 | 0.489 | 0.701 |    None    |
| 522  | 6.036 | 0.924 | 32.649 | 0.746 | 0.267 | 0.579 |    None    |
| 523  | 6.011 | 0.959 | 45.782 | 0.756 | 0.656 | 0.001 |    None    |
| 524  | 5.605 | 0.923 | 40.404 | 0.918 | 0.256 | 0.238 |    None    |
| 525  | 5.652 | 0.946 | 28.626 | 0.899 | 0.511 | 0.757 |    None    |
| 526  | 7.483 | 0.973 | 38.365 | 0.167 | 0.811 | 0.328 |    None    |
| 527  | 6.265 | 0.976 | 38.029 | 0.654 | 0.844 | 0.342 |    None    |
| 528  | 7.593 | 0.921 | 36.034 | 0.123 | 0.233 |  0.43 |    None    |
| 529  | 6.646 | 0.901 | 42.812 | 0.502 | 0.011 | 0.132 |    None    |
| 530  |  7.57 | 0.919 | 45.306 | 0.132 | 0.211 | 0.022 |    None    |
| 531  | 5.991 | 0.931 | 29.765 | 0.764 | 0.344 | 0.706 |    None    |
| 532  | 6.721 |  0.91 | 25.497 | 0.472 | 0.111 | 0.894 |    None    |
| 533  | 7.154 | 0.918 | 27.417 | 0.298 |  0.2  |  0.81 |    None    |
| 534  |  5.59 | 0.928 | 29.495 | 0.924 | 0.311 | 0.718 |    None    |
| 535  | 7.537 | 0.922 | 31.352 | 0.145 | 0.244 | 0.636 |    None    |
| 536  | 6.316 | 0.969 | 45.268 | 0.634 | 0.767 | 0.023 |    None    |
| 537  | 6.882 | 0.947 | 28.623 | 0.407 | 0.522 | 0.757 |    None    |
| 538  | 7.227 | 0.966 | 25.675 | 0.269 | 0.733 | 0.887 |    None    |
| 539  | 6.252 |  0.92 | 43.706 | 0.659 | 0.222 | 0.092 |    None    |
| 540  | 5.464 | 0.918 | 38.396 | 0.974 |  0.2  | 0.326 |    None    |
| 541  |  6.82 | 0.962 | 35.737 | 0.432 | 0.689 | 0.443 |    None    |
| 542  | 7.827 |  0.95 | 23.501 | 0.029 | 0.556 | 0.982 |    None    |
| 543  | 7.538 | 0.957 | 37.48  | 0.145 | 0.633 | 0.367 |    None    |
| 544  | 7.435 | 0.914 | 26.008 | 0.186 | 0.156 | 0.872 |    None    |
| 545  | 6.248 | 0.985 | 34.519 | 0.661 | 0.944 | 0.497 |    None    |
| 546  | 7.047 | 0.972 | 43.358 | 0.341 |  0.8  | 0.108 |    None    |
| 547  | 7.786 | 0.974 | 35.783 | 0.046 | 0.822 | 0.441 |    None    |
| 548  | 6.464 | 0.928 | 26.972 | 0.574 | 0.311 | 0.829 |    None    |
| 549  | 7.848 | 0.927 | 30.312 | 0.021 |  0.3  | 0.682 |    None    |
| 550  | 7.617 | 0.907 | 28.128 | 0.113 | 0.078 | 0.779 |    None    |
| 551  | 6.137 | 0.908 | 31.049 | 0.705 | 0.089 |  0.65 |    None    |
| 552  | 6.261 | 0.926 | 35.179 | 0.656 | 0.289 | 0.468 |    None    |
| 553  |  6.13 | 0.943 | 35.704 | 0.708 | 0.478 | 0.445 |    None    |
| 554  | 6.112 | 0.918 | 34.526 | 0.715 |  0.2  | 0.497 |    None    |
| 555  | 5.491 |  0.98 | 39.617 | 0.964 | 0.889 | 0.272 |    None    |
| 556  | 6.854 | 0.961 | 38.968 | 0.418 | 0.678 | 0.301 |    None    |
| 557  | 6.074 | 0.971 | 38.885 |  0.73 | 0.789 | 0.305 |    None    |
| 558  |  5.48 | 0.918 | 32.406 | 0.968 |  0.2  |  0.59 |    None    |
| 559  | 5.901 |  0.91 | 24.261 |  0.8  | 0.111 | 0.949 |    None    |
| 560  |  5.73 | 0.902 | 30.389 | 0.868 | 0.022 | 0.679 |    None    |
| 561  |  7.29 | 0.923 | 42.698 | 0.244 | 0.256 | 0.137 |    None    |
| 562  | 7.686 |  0.95 | 39.805 | 0.086 | 0.556 | 0.264 |    None    |
| 563  | 7.349 | 0.989 | 37.249 |  0.22 | 0.989 | 0.377 |    None    |
| 564  | 7.605 | 0.988 | 39.222 | 0.118 | 0.978 |  0.29 |    None    |
| 565  | 5.971 | 0.914 | 36.55  | 0.772 | 0.156 | 0.407 |    None    |
| 566  |  5.68 | 0.978 | 39.969 | 0.888 | 0.867 | 0.257 |    None    |
| 567  |  7.41 | 0.981 | 44.229 | 0.196 |  0.9  | 0.069 |    None    |
| 568  | 7.783 |  0.93 | 24.881 | 0.047 | 0.333 | 0.922 |    None    |
| 569  | 7.396 | 0.912 | 28.538 | 0.202 | 0.133 |  0.76 |    None    |
| 570  | 6.092 | 0.982 | 43.583 | 0.723 | 0.911 | 0.098 |    None    |
| 571  | 5.768 | 0.944 | 31.248 | 0.853 | 0.489 | 0.641 |    None    |
| 572  | 6.661 | 0.981 | 42.686 | 0.496 |  0.9  | 0.137 |    None    |
| 573  | 7.749 | 0.934 |  43.8  |  0.06 | 0.378 | 0.088 |    None    |
| 574  | 5.993 | 0.901 | 25.587 | 0.763 | 0.011 |  0.89 |    None    |
| 575  | 7.028 | 0.944 | 30.457 | 0.349 | 0.489 | 0.676 |    None    |
| 576  | 5.446 | 0.937 | 36.798 | 0.982 | 0.411 | 0.397 |    None    |
| 577  | 6.869 |  0.9  | 35.966 | 0.412 |  0.0  | 0.433 |    None    |
| 578  | 6.826 | 0.908 |  32.4  |  0.43 | 0.089 |  0.59 |    None    |
| 579  | 6.915 | 0.915 | 33.187 | 0.394 | 0.167 | 0.556 |    None    |
| 580  | 7.327 | 0.957 | 25.788 | 0.229 | 0.633 | 0.882 |    None    |
| 581  | 6.273 | 0.952 | 45.176 | 0.651 | 0.578 | 0.027 |    None    |
| 582  | 7.431 | 0.906 | 26.727 | 0.188 | 0.067 |  0.84 |    None    |
| 583  |  7.64 | 0.947 | 43.386 | 0.104 | 0.522 | 0.106 |    None    |
| 584  | 5.743 | 0.968 | 29.038 | 0.863 | 0.756 | 0.738 |    None    |
| 585  | 5.561 | 0.936 | 28.985 | 0.936 |  0.4  | 0.741 |    None    |
| 586  | 5.557 | 0.975 | 34.772 | 0.937 | 0.833 | 0.486 |    None    |
| 587  | 6.423 |  0.92 | 29.737 | 0.591 | 0.222 | 0.708 |    None    |
| 588  | 5.956 | 0.924 | 28.327 | 0.778 | 0.267 |  0.77 |    None    |
| 589  | 7.323 |  0.94 | 42.733 | 0.231 | 0.444 | 0.135 |    None    |
| 590  | 7.053 | 0.958 | 42.418 | 0.339 | 0.644 | 0.149 |    None    |
| 591  | 7.118 | 0.935 | 39.201 | 0.313 | 0.389 | 0.291 |    None    |
| 592  | 7.268 | 0.933 | 24.104 | 0.253 | 0.367 | 0.956 |    None    |
| 593  | 5.978 | 0.903 | 38.915 | 0.769 | 0.033 | 0.303 |    None    |
| 594  | 7.207 | 0.951 | 40.413 | 0.277 | 0.567 | 0.237 |    None    |
| 595  | 6.044 | 0.951 | 29.495 | 0.742 | 0.567 | 0.718 |    None    |
| 596  | 7.009 | 0.979 | 35.619 | 0.356 | 0.878 | 0.449 |    None    |
| 597  | 6.918 | 0.942 | 28.927 | 0.393 | 0.467 | 0.743 |    None    |
| 598  | 6.253 | 0.958 | 31.471 | 0.659 | 0.644 | 0.631 |    None    |
| 599  | 5.785 | 0.961 | 44.469 | 0.846 | 0.678 | 0.059 |    None    |
| 600  | 6.084 | 0.959 | 25.149 | 0.726 | 0.656 |  0.91 |    None    |
